name,slug,symbol,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
Crowdholding,crowdholding,YUP,2018-11-29,1503,0.002765,0.003039,0.002382,0.00276,118827.0,383701.0,1.0,0.0
Crown,crown,CRW,2018-11-29,478,4.68,5.59,4.27,4.7,6271150.0,78372256.0,1.0,1.32
Cruisebit,cruisebit,CRBT,2018-11-29,1248,0.104503,0.109139,0.099116,0.104311,271168.0,2659655.0,1.0,0.04
CryCash,crycash,CRC,2018-11-29,1077,0.73265,0.766265,0.634201,0.732815,107777.0,3318433.0,1.0,0.5
CryptalDash,cryptaldash,CRD,2018-11-29,1863,0.013763,0.025222,0.012611,0.013776,46541.0,206637.0,1.0,0.02
Cryptaur,cryptaur,CPT,2018-11-29,242,0.004824,0.006353,0.004135,0.004823,780032.0,29429918.0,1.0,0.0
Crypterium,crypterium,CRPT,2018-11-29,200,2.53,3.0,2.15,2.51,15354200.0,79573136.0,1.0,1.1
CrypticCoin,crypticcoin,CRYP,2018-11-29,1803,0.007424,0.007885,0.006989,0.007553,524088.0,0.0,1.0,0.0
Crypto Harbor Exchange,crypto-harbor-exchange,CHE,2018-11-29,1919,0.000202,0.00026,0.000197,0.000202,76014.0,0.0,1.0,0.0
Crypto Improvement Fund,crypto-improvement-fund,CIF,2018-11-29,2036,0.002125,0.002446,0.001705,0.002119,861.0,0.0,1.0,0.0
Crypto.com,crypto-com,MCO,2018-11-29,100,23.04,27.1,17.67,22.89,750536000.0,256149489.0,1.0,11.59
CryptoCarbon,cryptocarbon,CCRB,2018-11-29,897,3.73,8.86,3.67,3.73,210438.0,9702549.0,1.0,7.71
CryptoFlow,cryptoflow,CFL,2018-11-29,1027,0.011173,0.016467,0.010472,0.01143,25414.0,604667.0,1.0,0.01
CryptoInsight,trackr,TKR,2018-11-29,1650,0.249994,0.313264,0.194983,0.24976,366518.0,3129430.0,1.0,0.19
CryptoPing,cryptoping,PING,2018-11-29,1330,0.948468,1.44,0.784007,1.0,579782.0,9954179.0,1.0,1.15
CryptoSoul,cryptosoul,SOUL,2018-11-29,1116,0.001624,0.001889,0.001422,0.001624,22041.0,129604.0,1.0,0.0
Cryptojacks,cryptojacks,CJ,2018-11-29,1591,0.012283,0.019851,0.009842,0.012659,3274340.0,5146589.0,1.0,0.01
Cryptonex,cryptonex,CNX,2018-11-29,60,9.91,10.51,9.15,9.86,7913500.0,444693374.0,1.0,4.04
Cryptonite,cryptonite,XCN,2018-11-29,1317,0.085593,0.085593,0.050804,0.081624,25015700.0,27199457.0,1.0,0.05
Cryptopay,cryptopay,CPAY,2018-11-29,1234,0.394976,0.396898,0.237064,0.38547,380453.0,12434964.0,1.0,0.2
CryptopiaFeeShares,cryptopiafeeshares,CEFS,2018-11-29,1894,13040.1,13403.2,8162.8,13053.4,1866350.0,0.0,1.0,7053.44
Cryptosolartech,cryptosolartech,CST,2018-11-29,684,0.029361,0.032537,0.022618,0.029308,529426.0,1883863.0,1.0,0.02
Cryptrust,cryptrust,CTRT,2018-11-29,1154,6.3e-05,8.9e-05,4.2e-05,6.3e-05,319675.0,92920.0,1.0,0.0
Crystal Clear ,crystal-clear,CCT,2018-11-29,1497,2.71,3.0,2.59,2.78,1582210.0,6155185.0,1.0,2.78
Crystal Token,crystal-token,CYL,2018-11-29,1112,0.267015,0.930329,0.192724,0.268861,7723.0,151739.0,1.0,0.82
Cube,cube,AUTO,2018-11-29,284,0.026472,0.027193,0.021612,0.026483,12555400.0,125624926.0,1.0,0.01
Cubits,cubits,QBT,2018-11-29,2005,0.075149,0.107796,0.034354,0.075505,449126.0,28581.0,1.0,0.07
Curecoin,curecoin,CURE,2018-11-29,747,1.22,1.39,1.09,1.22,12658800.0,29099781.0,1.0,0.7
Cyber Movie Chain,cyber-movie-chain,CMCT,2018-11-29,1162,2.5e-05,3.1e-05,2.3e-05,2.5e-05,122538.0,331328.0,1.0,0.0
CyberFM,cyberfm,CYFM,2018-11-29,1006,6.8e-05,9.6e-05,4.4e-05,6.8e-05,398662.0,4163705.0,1.0,0.0
CyberMiles,cybermiles,CMT,2018-11-29,97,0.569147,0.609243,0.490885,0.562675,170788000.0,260989221.0,1.0,0.28
CyberMusic,cybermusic,CYMT,2018-11-29,1127,7.5e-05,8.7e-05,6.6e-05,7.5e-05,263221.0,1066540.0,1.0,0.0
CyberVein,cybervein,CVT,2018-11-29,237,0.083477,0.10581,0.069192,0.088136,14848600.0,92661758.0,1.0,0.07
Cybereits,cybereits,CRE,2018-11-29,1824,0.032273,0.032367,0.030153,0.030616,2631260.0,0.0,1.0,0.01
DACC,dacc,DACC,2018-11-29,1784,0.002078,0.002239,0.001683,0.002097,3459190.0,0.0,1.0,0.0
DACH Coin,dach-coin,DACH,2018-11-29,1161,0.116941,0.128844,0.065279,0.087288,5567.0,160347.0,1.0,0.1
DACSEE,dacsee,DACS,2018-11-29,565,0.021135,0.021265,0.020788,0.021063,205397.0,4901735.0,1.0,0.01
DADI,dadi,DADI,2018-11-29,482,0.479226,0.524833,0.432163,0.467087,4129440.0,33606375.0,1.0,0.14
DAEX,daex,DAX,2018-11-29,644,0.193961,0.204251,0.190007,0.193914,19467700.0,64001777.0,1.0,0.05
DAO.Casino,dao-casino,BET,2018-11-29,1198,0.217871,0.357911,0.188113,0.217667,305407.0,36409338.0,1.0,0.2
DAOstack,daostack,GEN,2018-11-29,703,1.31,1.36,1.18,1.31,1927100.0,27146490.0,1.0,0.35
DAPS Token,daps-token,DAPS,2018-11-29,375,0.000393,0.000394,0.000274,0.000394,273814.0,17708194.0,1.0,0.0
DATA,data,DTA,2018-11-29,291,0.057413,0.068405,0.047529,0.057244,43805700.0,114635009.0,1.0,0.03
DATx,datx,DATX,2018-11-29,551,0.053399,0.058118,0.043728,0.053636,4500990.0,69225290.0,1.0,0.02
DAV Coin,dav-coin,DAV,2018-11-29,678,0.01835,0.089135,0.013403,0.018352,940985.0,3095940.0,1.0,0.08
DCORP Utility,drp-utility,DRPU,2018-11-29,1371,1.1,1.21,0.862851,1.12,584180.0,1696567.0,1.0,0.69
DECENT,decent,DCT,2018-11-29,410,9.34,37.22,6.63,9.35,33953300.0,158375227.0,1.0,36.24
DEEX,deex,DEEX,2018-11-29,1857,0.057884,0.069058,0.049345,0.058359,61078.0,0.0,1.0,0.03
DEW,dew,DEW,2018-11-29,264,3.21,3.76,2.48,3.21,7668990.0,249126009.0,1.0,1.53
DEX,dex,DEX,2018-11-29,1743,0.704209,0.705473,0.449422,0.705473,5091300.0,0.0,1.0,0.4
DIMCOIN,dimcoin,DIM,2018-11-29,543,0.254242,0.35336,0.23649,0.245616,4214440.0,26633029.0,1.0,0.12
DIPNET,dipnet,DPN,2018-11-29,1804,0.005109,0.005138,0.004993,0.005109,1152160.0,0.0,1.0,0.0
DMarket,dmarket,DMT,2018-11-29,212,1.47,2.06,0.947513,1.46,269724992.0,40200446.0,1.0,1.68
DNotes,dnotes,NOTE,2018-11-29,682,2.58,2.6,2.54,2.57,6768840.0,396805408.0,1.0,2.38
DOWCOIN,dowcoin,DOW,2018-11-29,1263,0.589753,0.595863,0.571857,0.589885,4695.0,2614599.0,1.0,0.26
DPRating,dprating,RATING,2018-11-29,910,0.000826,0.000891,0.000797,0.000825,730396.0,1559309.0,1.0,0.0
DROXNE,droxne,DRXNE,2018-11-29,1590,0.070247,0.112051,0.046216,0.072635,341101.0,4722708.0,1.0,0.09
DWS,dws,DWS,2018-11-29,1950,1.91,1.93,1.78,1.9,2261420.0,0.0,1.0,1.01
DaTa eXchange,data-exchange,DTX,2018-11-29,1010,0.060758,0.079931,0.031866,0.060753,24433500.0,600632.0,1.0,0.06
Dai,dai,DAI,2018-11-29,64,1.06,1.37,1.04,1.06,80079904.0,76729616.0,1.0,0.38
Dalecoin,dalecoin,DALC,2018-11-29,1665,2.35,3.46,1.78,2.46,235651.0,1082756.0,1.0,2.81
Daneel,daneel,DAN,2018-11-29,866,0.325491,0.451501,0.288338,0.327924,1915800.0,9975074.0,1.0,0.22
Darcrus,darcrus,DAR,2018-11-29,1281,0.684095,0.904411,0.613548,0.685087,6862020.0,9333462.0,1.0,0.43
DarexTravel,darextravel,DART,2018-11-29,1108,1.3e-05,1.5e-05,1.1e-05,1.3e-05,36397.0,184901.0,1.0,0.0
Darico Ecosystem Coin,darcio-ecosystem-coin,DEC,2018-11-29,257,0.199724,0.241924,0.165249,0.200155,84796.0,10316751.0,1.0,0.1
DarkPayCoin,darkpaycoin,DKPC,2018-11-29,1854,0.220972,0.23392,0.164921,0.179819,95179.0,0.0,1.0,0.13
Darsek,darsek,KED,2018-11-29,1513,0.075842,0.160268,0.062653,0.075747,74571.0,1241181.0,1.0,0.15
DasCoin,dascoin,DASC,2018-11-29,1832,0.212242,0.224912,0.182389,0.211962,604620.0,0.0,1.0,0.09
Dash,dash,DASH,2018-11-29,14,1555.59,1642.22,1371.39,1550.85,816872000.0,12042753308.0,1.0,588.08
Databits,databits,DTB,2018-11-29,634,2.23,2.38,1.99,2.23,3465360.0,50708277.0,1.0,0.9
Datacoin,datacoin,DTC,2018-11-29,1600,1.16,1.29,0.98136,1.16,16484.0,1488472.0,1.0,0.51
Datarius Credit,datarius-credit,DTRC,2018-11-29,1118,0.017612,0.021686,0.012664,0.018835,1410960.0,2273281.0,1.0,0.01
Datawallet,datawallet,DXT,2018-11-29,737,0.139263,0.1526,0.113223,0.139312,3126460.0,36784337.0,1.0,0.05
Datum,datum,DAT,2018-11-29,733,0.119004,0.138892,0.114451,0.119002,18329800.0,90166487.0,1.0,0.05
Davinci Coin,davinci-coin,DAC,2018-11-29,1747,0.016581,0.018153,0.015818,0.016475,3203190.0,0.0,1.0,0.01
DaxxCoin,daxxcoin,DAXX,2018-11-29,1518,0.071564,0.096316,0.039957,0.062092,740500.0,29656653.0,1.0,0.07
Debitum,debitum-network,DEB,2018-11-29,724,0.088376,0.1073,0.087227,0.089341,494973.0,16510492.0,1.0,0.03
DecentBet,decent-bet,DBET,2018-11-29,468,0.594113,0.750742,0.472446,0.611814,1773200.0,54007908.0,1.0,0.46
Decentraland,decentraland,MANA,2018-11-29,65,0.251296,0.288857,0.23042,0.249264,107251000.0,354478506.0,1.0,0.12
Decentralized Asset Trading Platform,decentralized-asset-trading-platform,DATP,2018-11-29,1157,1.1e-05,1.4e-05,9e-06,1.1e-05,41805.0,92636.0,1.0,0.0
Decentralized Machine Learning,decentralized-machine-learning,DML,2018-11-29,1333,0.242331,0.24308,0.198872,0.208602,116911.0,632595.0,1.0,0.14
Decision Token,decision-token,HST,2018-11-29,491,5.21,5.8,4.12,5.25,3845500.0,164248093.0,1.0,3.3
Decred,decred,DCR,2018-11-29,32,122.4,139.94,116.94,122.74,61502000.0,834587043.0,1.0,66.9
DeepBrain Chain,deepbrain-chain,DBC,2018-11-29,386,0.639256,0.658653,0.441223,0.63783,58047600.0,574047000.0,1.0,0.26
DeepOnion,deeponion,ONION,2018-11-29,587,19.13,19.25,15.47,18.75,3693840.0,89131457.0,1.0,7.59
Delizia,delizia,DELIZ,2018-11-29,1879,1.33,4.71,0.962328,1.38,69202.0,0.0,1.0,3.75
Delphy,delphy,DPY,2018-11-29,480,4.65,4.78,3.62,4.63,33019400.0,135393589.0,1.0,1.67
DeltaChain,delta-chain,DELTA,2018-11-29,1152,8e-05,9e-05,7.3e-05,8.3e-05,92912.0,271010.0,1.0,0.0
Denarius,denarius-dnr,D,2018-11-29,904,4.42,5.01,3.46,4.38,471336.0,9274090.0,1.0,2.24
Dent,dent,DENT,2018-11-29,150,0.098446,0.111397,0.07753,0.098937,212872000.0,1050193667.0,1.0,0.04
Dentacoin,dentacoin,DCN,2018-11-29,109,0.005874,0.008267,0.004793,0.005839,40995900.0,1898694614.0,1.0,0.01
Dero,dero,DERO,2018-11-29,366,4.53,5.73,3.96,4.57,437072.0,12515212.0,1.0,2.33
Desire,desire,DSR,2018-11-29,1156,5.23,5.51,3.56,5.24,988140.0,5305985.0,1.0,4.83
Dether,dether,DTH,2018-11-29,833,0.16294,0.184706,0.154502,0.163489,902625.0,10375330.0,1.0,0.07
DeusCoin,deuscoin,DEUS,2018-11-29,1151,0.789251,0.796684,0.745933,0.788264,168340.0,1928302.0,1.0,0.5
Deutsche eMark,deutsche-emark,DEM,2018-11-29,1036,0.609365,1.02,0.449815,0.602005,73195.0,2842523.0,1.0,0.91
Devery,devery,EVE,2018-11-29,826,0.3517,0.44789,0.314949,0.346656,2155480.0,20980800.0,1.0,0.15
DeviantCoin,deviantcoin,DEV,2018-11-29,651,6.56,7.45,5.9,6.62,1402570.0,16119793.0,1.0,2.68
Diamond,diamond,DMD,2018-11-29,463,32.19,42.4,30.14,32.02,9996360.0,82830618.0,1.0,24.28
DigiByte,digibyte,DGB,2018-11-29,37,0.127021,0.142889,0.121018,0.126931,232192992.0,1226722254.0,1.0,0.05
DigiFinexToken,digifinextoken,DFT,2018-11-29,1759,1.04,1.06,1.0,1.04,11194600.0,0.0,1.0,0.28
Digital Asset Exchange Token,digital-asset-exchange-token,DAXT,2018-11-29,2007,0.071286,0.071798,0.067921,0.071263,4286.0,0.0,0.9989,0.01
Digital Asset Guarantee Token,digital-asset-guarantee-token,DAGT,2018-11-29,830,0.082797,0.084021,0.068232,0.071104,625884.0,1601421.0,1.0,0.02
Digital Insurance Token,digital-insurance-token,DIT,2018-11-29,1083,0.008876,0.009763,0.006316,0.008855,20627.0,1856222.0,1.0,0.0
Digital Money Bits,digital-money-bits,DMB,2018-11-29,1545,0.140544,0.163783,0.099974,0.145365,140536.0,801548.0,1.0,0.07
DigitalNote,digitalnote,XDN,2018-11-29,253,0.088441,0.107064,0.074411,0.090693,145988000.0,624485094.0,1.0,0.06
DigitalPrice,digitalprice,DP,2018-11-29,1016,0.455384,0.473349,0.366416,0.458579,500553.0,8257448.0,1.0,0.29
Digitalcoin,digitalcoin,DGC,2018-11-29,1404,0.708985,0.794324,0.508934,0.706806,2483790.0,8907439.0,1.0,0.37
Digitex Futures,digitex-futures,DGTX,2018-11-29,112,0.144986,0.160608,0.130429,0.144067,2298070.0,100846900.0,1.0,0.09
Digiwage,digiwage,WAGE,2018-11-29,1492,0.010397,0.013951,0.005627,0.010438,4471.0,393990.0,0.9923,0.01
Digix Gold Token,digix-gold-token,DGX,2018-11-29,490,46.97,54.52,44.75,46.89,2787860.0,3319961.0,1.0,15.83
DigixDAO,digixdao,DGD,2018-11-29,98,560.74,597.66,501.54,555.44,295958016.0,1110874000.0,1.0,250.59
Dignity,dignity,DIG,2018-11-29,356,0.278004,0.300248,0.270813,0.277998,7829930.0,52932332.0,1.0,0.11
Dimecoin,dimecoin,DIME,2018-11-29,506,0.000263,0.000791,0.000134,0.000264,4718820.0,142119378.0,1.0,0.0
Dinastycoin,dinastycoin,DCY,2018-11-29,1361,0.007344,0.013609,0.00559,0.007354,426803.0,10571651.0,1.0,0.01
Dinero,dinero,DIN,2018-11-29,1153,0.020302,0.022985,0.0148,0.020284,1892.0,131151.0,0.9381,0.02
Distributed Credit Chain,distributed-credit-chain,DCC,2018-11-29,518,0.040574,0.041589,0.034765,0.040571,11768200.0,35451034.0,1.0,0.01
Divi,divi,DIVI,2018-11-29,471,0.015401,0.021925,0.01168,0.015377,137603.0,5906397.0,1.0,0.01
Divi Exchange Token,divi-exchange-token,DIVX,2018-11-29,914,10.49,13.44,9.54,10.52,3905760.0,54115230.0,1.0,5.38
Dix Asset,dix-asset,DIX,2018-11-29,1504,2.06,2.07,1.91,2.06,443400992.0,2200960.0,1.0,1.53
Dock,dock,DOCK,2018-11-29,387,0.212565,0.242743,0.192034,0.214025,36655300.0,48628845.0,1.0,0.07
Dogecoin,dogecoin,DOGE,2018-11-29,24,0.017115,0.018773,0.014577,0.017088,288184000.0,1925382961.0,1.0,0.0
Dollar Online,dollar-online,DOLLAR,2018-11-29,1715,0.195419,0.223608,0.149094,0.195693,11409.0,147509.0,1.0,0.11
Dollarcoin,dollarcoin,DLC,2018-11-29,1621,0.259957,0.534071,0.17159,0.261856,352247.0,2384648.0,1.0,0.47
DomRaider,domraider,DRT,2018-11-29,631,0.163457,0.186574,0.137288,0.163488,1945400.0,96703152.0,1.0,0.07
DopeCoin,dopecoin,DOPE,2018-11-29,916,0.234103,0.362167,0.185162,0.233064,24869300.0,27232416.0,1.0,0.19
Dorado,dorado,DOR,2018-11-29,1102,0.028865,0.033715,0.019983,0.028741,2595750.0,1900470.0,1.0,0.01
Dotcoin,dotcoin,DOT,2018-11-29,1203,0.09327,0.093499,0.065472,0.091136,4611410.0,25138247.0,1.0,0.05
Dovu,dovu,DOV,2018-11-29,1197,1.04,1.16,0.873079,1.04,818082.0,66191210.0,1.0,0.62
DraftCoin,draftcoin,DFT,2018-11-29,1085,6.33,7.3,5.28,6.61,1056770.0,15224866.0,1.0,2.64
Dragon Coins,dragon-coins,DRG,2018-11-29,1877,2.32,2.4,2.2,2.32,9956330.0,0.0,1.0,0.56
Dragon Token,dragon-token,DT,2018-11-29,2067,1.47,1.47,1.47,1.47,0.0,0.0,1.0,0.35
Dragonchain,dragonchain,DRGN,2018-11-29,122,5.12,5.27,4.07,5.11,23710100.0,1218541156.0,1.0,1.37
Dragonglass,dragonglass,DGS,2018-11-29,1526,0.001214,0.007301,0.001214,0.001221,5106.0,126372.0,1.0,0.01
Dreamcoin,dreamcoin,DRM,2018-11-29,1627,0.128978,0.192644,0.099827,0.13065,90712.0,284319.0,1.0,0.11
Dropil,dropil,DROP,2018-11-29,118,0.007463,0.011307,0.007029,0.007442,688947.0,137709666.0,1.0,0.01
DubaiCoin,dubaicoin-dbix,DBIX,2018-11-29,675,42.16,49.07,33.86,41.56,3533340.0,62904519.0,1.0,22.9
Dutch Coin,dutch-coin,DUTCH,2018-11-29,2025,0.002327,0.00329,0.001906,0.002344,365233.0,0.0,1.0,0.0
DxChain Token,dxchain-token,DX,2018-11-29,525,0.000699,0.000705,0.000587,0.000619,1135300.0,3890272.0,1.0,0.0
Dynamic,dynamic,DYN,2018-11-29,790,7.0,9.51,6.05,7.25,17007200.0,16511675.0,1.0,4.64
Dynamic Trading Rights,dynamic-trading-rights,DTR,2018-11-29,148,0.231023,0.238834,0.203873,0.230776,1518250.0,228345049.0,1.0,0.09
DynamicCoin,dynamiccoin,DMC,2018-11-29,2045,1.0,1.0,1.0,1.0,2579240.0,0.0,1.0,0.29
Dystem,dystem,DTEM,2018-11-29,1444,0.227912,0.228286,0.158938,0.22813,5537.0,345411.0,1.0,0.11
E-Dinar Coin,e-dinar-coin,EDR,2018-11-29,241,1738.36,2872.91,1177.2,1738.96,18892100.0,31743582.0,1.0,2297.22
EA Coin,ea-coin,EAG,2018-11-29,2026,6.67,6.87,6.24,6.68,1003800.0,0.0,1.0,3.66
EBCoin,ebcoin,EBC,2018-11-29,462,0.003048,0.004671,0.002914,0.003048,612188.0,9720891.0,1.0,0.0
ECC,eccoin,ECC,2018-11-29,500,0.00423,0.004298,0.00325,0.004161,1874620.0,104025000.0,1.0,0.0
EDRCoin,edrcoin,EDRC,2018-11-29,872,9.9,16.65,2.02,9.93,2173190.0,657015.0,1.0,15.6
EDUCare,educare,EKT,2018-11-29,513,0.188135,0.196957,0.168343,0.18751,64339100.0,64783950.0,1.0,0.07
EJOY,ejoy,EJOY,2018-11-29,1895,0.015595,0.058781,0.011246,0.015425,38004400.0,0.0,1.0,0.05
ELTCOIN,eltcoin,ELTCOIN,2018-11-29,1125,0.198576,0.229347,0.143593,0.197435,352066.0,17769150.0,1.0,0.09
EOS,eos,EOS,2018-11-29,6,21.64,22.89,18.88,21.54,4870720000.0,17769451250.0,1.0,5.17
EPLUS Coin,eplus-coin,EPLUS,2018-11-29,1981,6.17,6.49,5.24,6.17,309333.0,0.0,1.0,3.58
ERA,blakestar,ERA,2018-11-29,2023,0.173552,0.299192,0.120235,0.173869,728449.0,53249555.0,1.0,0.22
ERC20,erc20,ERC20,2018-11-29,1876,1.7,5.93,1.01,1.71,1121160.0,1025825758.0,1.0,5.6
ETERNAL TOKEN,eternal-token,XET,2018-11-29,249,2.4,2.45,1.96,2.4,1398240.0,145315290.0,1.0,0.98
ETHLend,ethlend,LEND,2018-11-29,250,0.375628,0.442615,0.324129,0.36978,238696000.0,374553022.0,1.0,0.16
EUNO,euno,EUNO,2018-11-29,756,0.098139,0.128239,0.093462,0.097875,47245.0,1364812.0,1.0,0.08
EUNOMIA,eunomia,ENTS,2018-11-29,1049,5.3e-05,6e-05,4.9e-05,5.4e-05,137600.0,861262.0,1.0,0.0
EXMR,exmr,EXMR,2018-11-29,1019,0.0664,0.092023,0.053577,0.068527,138543.0,820917.0,1.0,0.05
EXRNchain,exrnchain,EXRN,2018-11-29,658,0.000161,0.000195,0.000134,0.000156,1387200.0,14434163.0,1.0,0.0
EZOOW,ezoow,EZW,2018-11-29,1570,1.8e-05,2.2e-05,1.6e-05,1.8e-05,40345.0,196646.0,1.0,0.0
EZToken,eztoken,EZT,2018-11-29,1038,1.62,1.68,1.39,1.53,1961900.0,15351235.0,1.0,0.82
EagleX,eaglex,EGX,2018-11-29,1533,1.13,1.13,1.1,1.13,43296.0,736963.0,1.0,1.04
Earth Token,earth-token,EARTH,2018-11-29,1150,0.048977,0.049645,0.047937,0.0481,660544.0,3400527.0,1.0,0.02
EchoLink,echolink,EKO,2018-11-29,681,0.939407,1.36,0.444059,0.963741,14911900.0,43096750.0,1.0,0.92
EcoCoin,ecocoin,ECO,2018-11-29,1709,5.76,5.98,4.58,5.15,313592.0,1009606.0,1.0,3.88
Ecobit,ecobit,ECOB,2018-11-29,1196,0.127461,0.186572,0.09719,0.127294,117866.0,56575111.0,1.0,0.09
Ecoreal Estate,ecoreal-estate,ECOREAL,2018-11-29,395,0.091459,0.103906,0.077999,0.091487,73229.0,11917943.0,0.9647,0.06
Eden,eden,EDN,2018-11-29,542,0.046338,0.052617,0.042326,0.046448,15470600.0,9106150.0,1.0,0.01
Edgeless,edgeless,EDG,2018-11-29,327,2.89,3.1,2.58,2.93,56811000.0,240395624.0,1.0,2.05
EduCoin,edu-coin,EDU,2018-11-29,1756,0.006152,0.006185,0.005614,0.006125,27582200.0,0.0,1.0,0.0
Education Ecosystem,education-ecosystem,LEDU,2018-11-29,804,0.047695,0.05375,0.039494,0.042612,5735040.0,6574923.0,1.0,0.02
Effect.AI,effect-ai,EFX,2018-11-29,705,0.077534,0.083498,0.067785,0.080089,509201.0,15510757.0,1.0,0.03
Egretia,egretia,EGT,2018-11-29,652,0.011483,0.011815,0.010795,0.011665,5414730.0,25607202.0,1.0,0.0
Eidoo,eidoo,EDO,2018-11-29,130,6.59,7.21,6.17,6.63,46187800.0,150039059.0,1.0,2.93
Einsteinium,einsteinium,EMC2,2018-11-29,187,2.52,2.88,2.19,2.56,440472992.0,552781486.0,1.0,1.46
Elastos,elastos,ELA,2018-11-29,86,89.25,93.96,77.97,89.11,135264000.0,311044408.0,1.0,26.9
Elcoin,elcoin-el,EL,2018-11-29,1413,0.307221,0.434571,0.155062,0.306134,932995.0,3431446.0,1.0,0.31
Electra,electra,ECA,2018-11-29,333,0.008278,0.010651,0.007825,0.008284,9622720.0,188117846.0,1.0,0.01
Electrify.Asia,electrifyasia,ELEC,2018-11-29,502,0.195148,0.207647,0.16507,0.196167,3486610.0,69956071.0,1.0,0.06
Electroneum,electroneum,ETN,2018-11-29,59,0.194011,0.236234,0.157538,0.195253,48002900.0,975778325.0,1.0,0.18
Elementrem,elementrem,ELE,2018-11-29,1384,0.236592,0.295563,0.159895,0.236282,398527.0,6113700.0,1.0,0.19
Eligma Token,eligma-token,ELI,2018-11-29,1780,0.038684,0.050306,0.022849,0.038562,1425350.0,0.0,1.0,0.04
Elite,1337coin,1337,2018-11-29,1251,0.001085,0.001454,0.00089,0.001084,562005.0,26612905.0,1.0,0.0
Elixir,elixir,ELIX,2018-11-29,905,2.44,2.49,2.07,2.46,4362650.0,75033046.0,1.0,0.89
Ellaism,ellaism,ELLA,2018-11-29,1386,4.11,4.74,3.43,4.07,557865.0,15224051.0,1.0,1.46
Elliot Coin,elliot-coin,ELLI,2018-11-29,1943,0.011347,0.012738,0.010429,0.011471,14580.0,0.0,1.0,0.01
Elysian,elysian,ELY,2018-11-29,1067,0.026922,0.031181,0.02495,0.026852,26513000.0,2112885.0,1.0,0.01
Elysium,elysium,ELS,2018-11-29,1667,0.046386,0.250686,0.018682,0.046503,833528.0,186247.0,1.0,0.23
EmaratCoin,emaratcoin,AEC,2018-11-29,2063,0.386599,0.389261,0.117977,0.387379,8893.0,0.0,1.0,0.33
EmberCoin,embercoin,EMB,2018-11-29,1922,0.000691,0.001091,0.000421,0.000687,2484820.0,51762398.0,1.0,0.0
Embers,embers,MBRS,2018-11-29,1146,0.287031,0.736759,0.222769,0.279477,203121.0,13973850.0,1.0,0.61
Emerald Crypto,emerald,EMD,2018-11-29,1451,0.056835,0.061903,0.046423,0.056914,15179.0,1088034.0,1.0,0.03
Emercoin,emercoin,EMC,2018-11-29,169,9.42,10.53,8.66,9.45,78004400.0,389235119.0,1.0,3.7
Emphy,emphy,EPY,2018-11-29,1462,1.24,1.33,0.906684,1.24,131273.0,9436380.0,1.0,0.83
EncrypGen,encrypgen,DNA,2018-11-29,692,1.73,2.01,1.19,1.91,2778020.0,85532187.0,1.0,1.38
EncryptoTel [ETH],encryptotel-eth,ETT,2018-11-29,1860,0.329654,0.341992,0.259509,0.329221,69453.0,0.0,1.0,0.17
EncryptoTel [WAVES],encryptotel,ETT,2018-11-29,888,2.47,2.47,0.295186,2.47,528233.0,153301876.0,1.0,2.31
Endor Protocol,endor-protocol,EDR,2018-11-29,121,0.277984,0.300633,0.267295,0.276885,8230800.0,52514044.0,1.0,0.07
Endorsit,endorsit,EDS,2018-11-29,1890,0.00033,0.000353,0.000311,0.000338,579812.0,0.0,1.0,0.0
Energi,energi,NRG,2018-11-29,240,1.84,1.99,1.65,1.83,99077.0,18078904.0,1.0,0.9
EnergiToken,energitoken,ETK,2018-11-29,606,0.005986,0.006611,0.005751,0.005954,179745.0,6788236.0,1.0,0.0
Energo,energo,TSL,2018-11-29,770,0.282996,0.334216,0.221432,0.286611,17943300.0,59632948.0,1.0,0.17
Engagement Token,engagement-token,ENGT,2018-11-29,1048,0.047989,0.04856,0.040829,0.044053,2666250.0,1474589.0,1.0,0.02
Engine,engine,EGCC,2018-11-29,1777,0.003818,0.004526,0.003636,0.003942,1956890.0,0.0,1.0,0.0
Enigma,enigma,ENG,2018-11-29,119,7.91,8.3,6.38,7.95,108417000.0,594893678.0,1.0,2.8
Enjin Coin,enjin-coin,ENJ,2018-11-29,145,0.448303,0.493384,0.394194,0.445617,48845400.0,336972249.0,1.0,0.17
Envion,envion,EVN,2018-11-29,362,1.06,1.48,0.954825,1.05,1466600.0,68254121.0,1.0,0.72
Equal,equal,EQL,2018-11-29,994,0.008897,0.020941,0.008014,0.008765,294780.0,1360912.0,1.0,0.01
EquiTrader,equitrader,EQT,2018-11-29,1000,1.32,3.55,1.19,1.32,667008.0,13049887.0,1.0,3.16
Ergo,ergo,EFYT,2018-11-29,1288,22.37,23.35,16.47,22.37,1129730.0,8887760.0,1.0,16.12
Eristica,eristica,ERT,2018-11-29,1266,0.011219,0.012288,0.00977,0.010929,361856.0,1588496.0,1.0,0.0
Eroscoin,eroscoin,ERO,2018-11-29,645,0.181273,0.210541,0.164405,0.181456,17492200.0,14496757.0,1.0,0.13
Eryllium,eryllium,ERY,2018-11-29,1659,0.33394,0.439003,0.226392,0.328887,1303070.0,1847133.0,1.0,0.24
Escroco Emerald,escroco-emerald,ESCE,2018-11-29,1559,0.000264,0.000266,0.000185,0.000264,34186.0,94801.0,1.0,0.0
